normalized_url,normalized_path,clicks,impressions,position,ctr
https://www.mcpserver.in/blog/mcp-server-for-hubspot,/blog/mcp-server-for-hubspot,0,9,51.89,0.0
https://www.mcpserver.in/blog/mcp-server-video-tutorials-youtube,/blog/mcp-server-video-tutorials-youtube,0,9,33.89,0.0
https://www.mcpserver.in/blog/mcp-transport-methods,/blog/mcp-transport-methods,0,9,28.22,0.0
https://www.mcpserver.in/blog/makemytrip-mcp-india,/blog/makemytrip-mcp-india,0,8,3.88,0.0
https://www.mcpserver.in/integrations,/integrations,0,8,60.0,0.0
https://www.mcpserver.in/sdk/java,/sdk/java,0,8,24.25,0.0
https://www.mcpserver.in/blog/delhivery-mcp-india,/blog/delhivery-mcp-india,0,7,7.0,0.0
https://www.mcpserver.in/blog/indian-railways-mcp-india,/blog/indian-railways-mcp-india,0,7,7.145714285714285,0.0
https://www.mcpserver.in/glossary/hnsw,/glossary/hnsw,0,7,54.71,0.0
https://www.mcpserver.in/blog/angel-broking-mcp-india,/blog/angel-broking-mcp-india,0,6,7.0,0.0
https://www.mcpserver.in/blog/goibibo-mcp-india,/blog/goibibo-mcp-india,0,6,12.333333333333334,0.0
https://www.mcpserver.in/blog/icici-bank-mcp-india,/blog/icici-bank-mcp-india,0,6,12.166666666666666,0.0
https://www.mcpserver.in/blog/mcp-video-courses-ranked,/blog/mcp-video-courses-ranked,0,6,31.83,0.0
https://www.mcpserver.in/glossary/mcp-disaster-recovery-57,/glossary/mcp-disaster-recovery-57,0,6,7.330000000000001,0.0
https://www.mcpserver.in/clients,/clients,0,5,61.0,0.0
https://www.mcpserver.in/glossary/mcp-model-registry-162,/glossary/mcp-model-registry-162,0,5,67.8,0.0
https://www.mcpserver.in/blog/urbancompany-mcp-india,/blog/urbancompany-mcp-india,0,4,1.0,0.0
https://www.mcpserver.in/blog/aubank-mcp-india,/blog/aubank-mcp-india,0,3,2.67,0.0
https://www.mcpserver.in/blog/hdfc-ergo-mcp,/blog/hdfc-ergo-mcp,0,3,11.0,0.0
https://www.mcpserver.in/blog/idfc-first-mcp-india,/blog/idfc-first-mcp-india,0,3,6.0,0.0
https://www.mcpserver.in/blog/mcp-role-based-access-control,/blog/mcp-role-based-access-control,0,3,6.330000000000001,0.0
https://www.mcpserver.in/blog/paytm-mcp-server-india-payments,/blog/paytm-mcp-server-india-payments,0,3,6.330000000000001,0.0
https://www.mcpserver.in/blog/tcs-mcp-india,/blog/tcs-mcp-india,0,3,1.6666666666666667,0.0
https://www.mcpserver.in/compliance/matrix,/compliance/matrix,0,3,38.33,0.0
https://www.mcpserver.in/deployment/aws,/deployment/aws,0,3,37.67,0.0
https://www.mcpserver.in/docs/troubleshooting/common-issues,/docs/troubleshooting/common-issues,0,3,7.333333333333333,0.0
https://www.mcpserver.in/servers/google-calendar-mcp-server,/servers/google-calendar-mcp-server,0,3,9.67,0.0
https://www.mcpserver.in/best/mcp-servers-for-developers,/best/mcp-servers-for-developers,0,2,1.0,0.0
https://www.mcpserver.in/blog/aajtak-mcp-india,/blog/aajtak-mcp-india,0,2,5.0,0.0
https://www.mcpserver.in/blog/google-pay-mcp-india,/blog/google-pay-mcp-india,0,2,8.0,0.0
https://www.mcpserver.in/blog/mcp-server-configuration-files,/blog/mcp-server-configuration-files,0,2,25.0,0.0
https://www.mcpserver.in/blog/reliance-mcp-india,/blog/reliance-mcp-india,0,2,6.0,0.0
https://www.mcpserver.in/blog/swiggy-mcp-india,/blog/swiggy-mcp-india,0,2,7.0,0.0
https://www.mcpserver.in/blog/zoho-desk-mcp-india,/blog/zoho-desk-mcp-india,0,2,8.0,0.0
https://www.mcpserver.in/directory/monitoring,/directory/monitoring,0,2,79.5,0.0
https://www.mcpserver.in/glossary/gateway,/glossary/gateway,0,2,75.0,0.0
https://www.mcpserver.in/glossary/mcp-india-education,/glossary/mcp-india-education,0,2,43.5,0.0
https://www.mcpserver.in/glossary/mcp-timeout,/glossary/mcp-timeout,0,2,6.5,0.0
https://www.mcpserver.in/glossary/new-relic-mcp,/glossary/new-relic-mcp,0,2,9.5,0.0
https://www.mcpserver.in/learn,/learn,0,2,51.0,0.0
https://www.mcpserver.in/mcp-server,/mcp-server,0,2,30.5,0.0
https://www.mcpserver.in/state-of-mcp,/state-of-mcp,0,2,18.0,0.0
https://www.mcpserver.in/,/,0,1,10.0,0.0
https://www.mcpserver.in/about,/about,0,1,10.0,0.0
https://www.mcpserver.in/blog/axis-bank-mcp-server,/blog/axis-bank-mcp-server,0,1,7.0,0.0
https://www.mcpserver.in/blog/bse-mcp-server-india,/blog/bse-mcp-server-india,0,1,13.0,0.0
https://www.mcpserver.in/blog/canara-bank-mcp-india,/blog/canara-bank-mcp-india,0,1,11.0,0.0
https://www.mcpserver.in/blog/dhl-india-mcp,/blog/dhl-india-mcp,0,1,8.0,0.0
https://www.mcpserver.in/blog/fivepaisa-mcp-india,/blog/fivepaisa-mcp-india,0,1,9.0,0.0
https://www.mcpserver.in/blog/hcl-mcp-india,/blog/hcl-mcp-india,0,1,9.0,0.0
https://www.mcpserver.in/blog/hotstar-mcp-india,/blog/hotstar-mcp-india,0,1,10.0,0.0
https://www.mcpserver.in/blog/indusind-mcp-india,/blog/indusind-mcp-india,0,1,13.0,0.0
https://www.mcpserver.in/blog/khatabook-mcp-india,/blog/khatabook-mcp-india,0,1,10.0,0.0
https://www.mcpserver.in/blog/manipal-mcp-india,/blog/manipal-mcp-india,0,1,4.0,0.0
https://www.mcpserver.in/blog/mcp-json-rpc-deep-dive,/blog/mcp-json-rpc-deep-dive,0,1,1.0,0.0
https://www.mcpserver.in/blog/mcp-policy-as-code,/blog/mcp-policy-as-code,0,1,45.0,0.0
https://www.mcpserver.in/blog/mcp-server-directory-complete-list,/blog/mcp-server-directory-complete-list,0,1,5.0,0.0
https://www.mcpserver.in/blog/mcp-server-for-jira,/blog/mcp-server-for-jira,0,1,9.0,0.0
https://www.mcpserver.in/blog/mcp-server-for-kafka,/blog/mcp-server-for-kafka,0,1,8.0,0.0
https://www.mcpserver.in/blog/mcp-server-for-workato,/blog/mcp-server-for-workato,0,1,10.0,0.0
https://www.mcpserver.in/blog/mcp-server-future-trends-workshop,/blog/mcp-server-future-trends-workshop,0,1,66.0,0.0
https://www.mcpserver.in/blog/ola-mcp-india,/blog/ola-mcp-india,0,1,6.0,0.0
https://www.mcpserver.in/blog/rapido-mcp-india,/blog/rapido-mcp-india,0,1,2.0,0.0
https://www.mcpserver.in/blog/razorpayx-mcp-india,/blog/razorpayx-mcp-india,0,1,3.0,0.0
https://www.mcpserver.in/blog/redbus-mcp-india,/blog/redbus-mcp-india,0,1,3.0,0.0
https://www.mcpserver.in/compare/mcp-vs-openapi,/compare/mcp-vs-openapi,0,1,1.0,0.0
https://www.mcpserver.in/compare/python-vs-typescript-mcp,/compare/python-vs-typescript-mcp,0,1,9.0,0.0
https://www.mcpserver.in/compare/stdio-vs-streamable-http,/compare/stdio-vs-streamable-http,0,1,31.0,0.0
https://www.mcpserver.in/docs/development/publishing,/docs/development/publishing,0,1,7.0,0.0
https://www.mcpserver.in/docs/internationalization,/docs/internationalization,0,1,7.0,0.0
https://www.mcpserver.in/docs/servers/hubspot-mcp-server,/docs/servers/hubspot-mcp-server,0,1,5.0,0.0
https://www.mcpserver.in/docs/servers/vercel-mcp-server,/docs/servers/vercel-mcp-server,0,1,25.0,0.0
https://www.mcpserver.in/frameworks/spring-ai-mcp,/frameworks/spring-ai-mcp,0,1,36.0,0.0
https://www.mcpserver.in/glossary/mcp-cache-layer-135,/glossary/mcp-cache-layer-135,0,1,11.0,0.0
https://www.mcpserver.in/glossary/mcp-cdn-service-4,/glossary/mcp-cdn-service-4,0,1,3.0,0.0
https://www.mcpserver.in/glossary/mcp-india-banking,/glossary/mcp-india-banking,0,1,6.0,0.0
https://www.mcpserver.in/glossary/mcp-logging-service-13,/glossary/mcp-logging-service-13,0,1,12.0,0.0
https://www.mcpserver.in/glossary/mcp-request-id,/glossary/mcp-request-id,0,1,10.0,0.0
https://www.mcpserver.in/glossary/mcp-sebi-compliance,/glossary/mcp-sebi-compliance,0,1,31.0,0.0
https://www.mcpserver.in/glossary/mcp-task-runner-93,/glossary/mcp-task-runner-93,0,1,4.0,0.0
https://www.mcpserver.in/glossary/mcp-tool-list-changed,/glossary/mcp-tool-list-changed,0,1,7.0,0.0
https://www.mcpserver.in/glossary/mcp-vscode,/glossary/mcp-vscode,0,1,11.0,0.0
https://www.mcpserver.in/glossary/mcp-webhook-receiver-73,/glossary/mcp-webhook-receiver-73,0,1,4.0,0.0
https://www.mcpserver.in/glossary/stdio,/glossary/stdio,0,1,11.0,0.0
https://www.mcpserver.in/integrations/confluence-mcp-server,/integrations/confluence-mcp-server,0,1,5.0,0.0
https://www.mcpserver.in/integrations/github-mcp-server,/integrations/github-mcp-server,0,1,85.0,0.0
https://www.mcpserver.in/integrations/gmail-mcp-server,/integrations/gmail-mcp-server,0,1,11.0,0.0
https://www.mcpserver.in/integrations/google-drive-mcp-server,/integrations/google-drive-mcp-server,0,1,10.0,0.0
https://www.mcpserver.in/integrations/hubspot-mcp-server,/integrations/hubspot-mcp-server,0,1,9.0,0.0
https://www.mcpserver.in/integrations/n8n-mcp-server,/integrations/n8n-mcp-server,0,1,53.0,0.0
https://www.mcpserver.in/integrations/salesforce-mcp-server,/integrations/salesforce-mcp-server,0,1,7.0,0.0
https://www.mcpserver.in/learn/mcp-production-deployment,/learn/mcp-production-deployment,0,1,10.0,0.0
https://www.mcpserver.in/sdk/python,/sdk/python,0,1,9.0,0.0
https://www.mcpserver.in/servers/asana-mcp-server,/servers/asana-mcp-server,0,1,10.0,0.0
https://www.mcpserver.in/servers/azure-mcp-server,/servers/azure-mcp-server,0,1,9.0,0.0
https://www.mcpserver.in/servers/discord-mcp-server,/servers/discord-mcp-server,0,1,29.0,0.0
https://www.mcpserver.in/servers/gitbook-mcp-server,/servers/gitbook-mcp-server,0,1,8.0,0.0
https://www.mcpserver.in/servers/google-gemini-mcp-server,/servers/google-gemini-mcp-server,0,1,6.0,0.0
https://www.mcpserver.in/troubleshooting/cursor-mcp-not-working,/troubleshooting/cursor-mcp-not-working,0,1,5.0,0.0
https://www.mcpserver.in/troubleshooting/mcp-server-timeout,/troubleshooting/mcp-server-timeout,0,1,1.0,0.0
https://www.mcpserver.in/what-is-mcp,/what-is-mcp,0,1,8.0,0.0
