legacy_url,legacy_status,primary_intent,existing_candidates,decision,final_canonical,evidence_status,editorial_status,redirect_status
"https://www.mcpserver.in/categories/developer-tools-benchmarks/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/developer-tools-benchmarks/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-servers/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-servers/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-integrations/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-integrations/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-tutorials/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-tutorials/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-security/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-security/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-deployment/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-deployment/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-troubleshooting/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-troubleshooting/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-templates/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-templates/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-examples/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-examples/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-comparisons/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-comparisons/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-clients/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-clients/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-sdk/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-sdk/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-registry/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-registry/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-enterprise/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-enterprise/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/databases-benchmarks/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/databases-benchmarks/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-servers/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-servers/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-integrations/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-integrations/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-tutorials/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-tutorials/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-security/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-security/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-deployment/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-deployment/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-troubleshooting/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-troubleshooting/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-templates/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-templates/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-examples/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-examples/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-comparisons/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-comparisons/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-clients/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-clients/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-sdk/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-sdk/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-registry/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-registry/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-enterprise/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-enterprise/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/vector-databases-benchmarks/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/vector-databases-benchmarks/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-servers/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-servers/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-integrations/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-integrations/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-tutorials/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-tutorials/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-security/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-security/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-deployment/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-deployment/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-troubleshooting/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-troubleshooting/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-templates/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-templates/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-examples/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-examples/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-comparisons/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-comparisons/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-clients/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-clients/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-sdk/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-sdk/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-registry/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-registry/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-enterprise/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-enterprise/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/communication-benchmarks/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/communication-benchmarks/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/productivity-servers/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/productivity-servers/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/productivity-integrations/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/productivity-integrations/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/productivity-tutorials/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/productivity-tutorials/","pending","unreviewed","none"
"https://www.mcpserver.in/categories/productivity-security/","candidate","navigation","","evaluate","https://www.mcpserver.in/categories/productivity-security/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-mcp-server/","candidate","implementation","https://www.mcpserver.in/projects/github-mcp-server/","evaluate","https://www.mcpserver.in/servers/github-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/postgresql-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/postgresql-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/clients/claude-desktop/","candidate","implementation","","evaluate","https://www.mcpserver.in/clients/claude-desktop/","pending","unreviewed","none"
"https://www.mcpserver.in/clients/cursor/","candidate","implementation","","evaluate","https://www.mcpserver.in/clients/cursor/","pending","unreviewed","none"
"https://www.mcpserver.in/integrations/github/","candidate","implementation","","evaluate","https://www.mcpserver.in/integrations/github/","pending","unreviewed","none"
"https://www.mcpserver.in/integrations/slack/","candidate","implementation","","evaluate","https://www.mcpserver.in/integrations/slack/","pending","unreviewed","none"
"https://www.mcpserver.in/tutorials/build-mcp-server-python/","candidate","implementation","","evaluate","https://www.mcpserver.in/tutorials/build-mcp-server-python/","pending","unreviewed","none"
"https://www.mcpserver.in/tutorials/build-mcp-server-typescript/","candidate","implementation","","evaluate","https://www.mcpserver.in/tutorials/build-mcp-server-typescript/","pending","unreviewed","none"
"https://www.mcpserver.in/tutorials/deploy-mcp-server-kubernetes/","candidate","implementation","","evaluate","https://www.mcpserver.in/tutorials/deploy-mcp-server-kubernetes/","pending","unreviewed","none"
"https://www.mcpserver.in/tutorials/secure-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/tutorials/secure-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/compare/fastmcp-vs-official-sdk/","candidate","comparison","","evaluate","https://www.mcpserver.in/compare/fastmcp-vs-official-sdk/","pending","unreviewed","none"
"https://www.mcpserver.in/compare/claude-desktop-vs-cursor/","candidate","comparison","","evaluate","https://www.mcpserver.in/compare/claude-desktop-vs-cursor/","pending","unreviewed","none"
"https://www.mcpserver.in/benchmarks/python-sdk-performance/","candidate","news","","evaluate","https://www.mcpserver.in/benchmarks/python-sdk-performance/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/github-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/github-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/gitlab-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/gitlab-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/bitbucket-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/bitbucket-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/jira-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/jira-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/confluence-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/confluence-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-audit-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-workflow-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-workflow-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-security-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-security-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/linear-deployment-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/linear-deployment-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-read-only-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-read-only-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-admin-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-admin-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-analytics-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-analytics-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-automation-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-automation-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-search-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-search-mcp-server/","pending","unreviewed","none"
"https://www.mcpserver.in/servers/slack-audit-mcp-server/","candidate","implementation","","evaluate","https://www.mcpserver.in/servers/slack-audit-mcp-server/","pending","unreviewed","none"
